Active Ingredient,Drug Class,SMILES,# Atoms,Length,ERROR_STATUS,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
BORTEZOMIB,,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,28,56,SUCCESS,CC(C)C[C@@H](NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-1.483,2.571,0.382,0,0.997,0.913,0.999,1,-5.436,1.98E-05,0.697,84.54%,2.227,17.45%,0.098,0.068,0.095,0.055,0.397,0.986,0.012,0.543,0.195,0.161,3.3,0.463,0.055,0.973,0.984,0.021,0.032,0.932,0.226,0.769,0.003,0.013,0.422,0.137,2.287,2.592,3.497,0,0.043,0.006,0.952,0.305,0.008,0.993,0.524,0.997,0.968,0.406,0.964,384.2,29648161,0,8,4,124.44,11,2,6,9,0,14,0.786,2,0,0,0,0,0,1,0,0,0.463,3.177,0.368,28,-0.644,0,1,0,0,Accepted,Accepted,Accepted,Accepted
PRAZOSIN HYDROCHLORIDE,,[H+].[Cl-].COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,30,56,SUCCESS,COc1cc2[nH]c(N3CCN(C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,-2.573,1.138,1.247,0.005,0.998,0.099,0.025,0.003,-5.097,4.08E-06,0.364,90.22%,0.822,8.45%,0.727,0.732,0.371,0.25,0.15,0.474,0.384,0.902,0.066,0.854,4.407,0.797,0.873,0.95,0.953,0.358,0.822,0.694,0.059,0.704,0.003,0.013,0.932,0.707,2.301,3.712,6.418,0.03,0.057,0.795,0.045,0.152,0.007,0.004,0.752,0.175,0.017,0.193,0.348,383.16,372.007,1.03,9,2,107.68,5,4,10,9,0,24,0.208,0,0,0,1,0,0,1,0,2,0.709,2.666,0.316,51.04,-1.138,3,0,0,0,Accepted,Accepted,Accepted,Accepted
PROCHLORPERAZINE MALEATE,,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1.OC(=O)\C=C/C(O)=O,33,56,SUCCESS,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.711,3.992,4.762,0.995,0.998,0.003,0.735,0.932,-4.614,1.04E-05,0.999,92.25%,2.838,3.81%,0.585,0.956,0.225,0.977,0.008,0.45,0.99,0.945,0.041,0.924,14.642,0.012,0.993,0.372,0.943,0.02,0.776,0.647,0.679,0.136,0.003,0.009,0.971,1.354,4.547,5.334,4.664,0.808,0.016,0.103,0.104,0.167,0.004,0.004,0.485,0.015,0.012,0.059,0.746,373.14,371.142,1.005,3,0,9.72,4,4,14,5,0,22,0.182,0,1,1,1,0,1,0,1,1,0.775,2.207,0.4,45.714,-1.531,1,0,0,0,Accepted,Rejected,Rejected,Accepted
THIOTHIXENE,,CN1CCN(CC/C=C/2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,30,55,SUCCESS,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-4.451,3.457,3.476,0.995,0.021,0.004,0.006,0.041,-4.534,1.84E-05,0.998,45.17%,1.209,4.94%,0.09,0.952,0.118,0.957,0.035,0.166,0.625,0.769,0.663,0.937,11.551,0.006,0.742,0.522,0.977,0.011,0.281,0.989,0.045,0.3,0.003,0.008,0.955,0.826,3.194,4.875,5.451,0.122,0.01,0.012,0.026,0.172,0.006,0.006,0.521,0.006,0.008,0.023,0.053,443.17,441.272,1.004,5,0,43.86,5,4,14,7,0,25,0.2,0,0,0,0,0,1,0,0,0,0.604,2.613,0.391,54,-1.308,2,0,0,0,Accepted,Rejected,Rejected,Accepted
ZIDOVUDINE,,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,19,55,SUCCESS,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,-1.936,-0.319,-0.295,0.07,0.011,0.008,0.006,0.064,-5.795,8.46E-05,0.862,10.49%,0.754,76.94%,0.008,0.108,0.021,0.814,0.024,0.799,0.003,0.091,0.009,0.705,6.172,0.951,0.003,0.984,0.985,0.999,0.003,0.019,0.584,0.942,0.003,0.048,0.901,0.147,2.603,3.297,3.389,0.006,0.001,0.021,0.002,0.135,0.006,0.001,0.955,0.006,0.001,0.032,0,267.1,241.366,1.107,9,2,133.08,3,2,6,9,0,15,0.2,3,0,0,3,0,2,0,1,1,0.445,3.849,0.6,45.5,0.894,1,1,0,1,Accepted,Accepted,Accepted,Accepted
EPINEPHRINE BITARTRATE,,CNC[C@H](O)c1ccc(O)c(O)c1.O[C@H]([C@@H](O)C(O)=O)C(O)=O,23,55,SUCCESS,CNC[C@H](O)c1ccc(O)c(O)c1,-2.996,-0.457,-0.815,0,0.005,0.011,0.962,0.053,-5.357,4.61E-06,0.184,31.02%,1.954,78.53%,0.024,0.274,0.027,0.088,0.01,0.55,0.026,0.43,0.01,0.094,13.25,0.832,0.065,0.139,0.022,0.362,0.684,0.952,0.935,0.039,0.005,0.048,0.628,0.706,3.729,4.23,5.031,0.005,0.002,0.032,0.003,0.105,0.004,0.003,0.016,0.006,0.025,0.028,0.005,183.09,185.122,0.989,4,4,72.72,3,1,6,4,0,6,0.5,1,0,0,0,0,1,5,0,2,0.51,2.652,0.333,14,1.12,2,0,1,1,Accepted,Accepted,Accepted,Rejected
VALACYCLOVIR HYDROCHLORIDE,,[Cl-].CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12.[H+],25,55,SUCCESS,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,-2.447,-1.94,-1.732,0,0.991,0.151,0.992,0.981,-6.147,5.82E-05,0.923,10.69%,0.661,84.91%,0.01,0.257,0.084,0.034,0.014,0.003,0.001,0.025,0.024,0.225,5.242,0.913,0.18,0.992,0.986,0.958,0.322,0.016,0.393,0.958,0.003,0.029,0.897,-0.076,2.074,3.408,4.574,0.003,0.002,0.023,0.01,0.048,0.008,0.004,0.086,0.008,0.004,0.014,0.011,324.15,304.251,1.065,10,5,151.87,8,2,9,10,0,13,0.615,1,0,0,0,0,1,0,0,1,0.38,3.564,0.538,28,-0.231,0,0,0,0,Accepted,Accepted,Accepted,Accepted
DOFETILIDE,,CN(CCOc1ccc(N[S](C)(=O)=O)cc1)CCc2ccc(N[S](C)(=O)=O)cc2,29,55,SUCCESS,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,-3.014,-0.197,1.2,0.998,0.993,0.01,0.003,0.006,-6.502,6.44E-06,0.042,78.43%,0.645,19.54%,0.142,0.597,0.094,0.775,0.059,0.589,0.621,0.409,0.656,0.93,3.674,0.121,0.916,0.88,0.822,0.047,0.622,0.5,0.193,0.056,0.003,0.008,0.04,0.224,2.845,3.847,4.411,0.874,0.017,0.083,0,0.049,0.005,0.007,0.05,0.003,0.002,0.06,0.004,441.14,418.208,1.055,8,2,104.81,11,2,6,10,0,16,0.688,0,0,0,1,0,1,2,0,1,0.553,2.161,0.368,17,-1.07,3,0,0,0,Accepted,Accepted,Rejected,Accepted
SULFASALAZINE,,OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,28,55,SUCCESS,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2)ccc1O,-3.673,1.574,3.919,0.001,0.001,0.024,0.912,0.999,-5.993,1.28E-05,0.001,100.58%,0.147,0.79%,0.358,0.073,0.154,0.056,0.723,0.324,0.356,0.117,0.057,0.113,0.633,0.604,0.098,0.726,0.996,0.009,0.033,0.037,0.104,0.498,0.003,0.024,0.392,0.207,3.013,4.138,4.09,0.014,0.002,0.265,0.025,0.749,0.008,0.021,0.474,0.354,0.009,0.831,0.034,398.07,371.661,1.071,9,3,144.54,5,3,6,10,0,23,0.217,0,0,0,5,1,2,3,1,3,0.565,3.021,0,19,-0.79,5,1,1,1,Accepted,Accepted,Accepted,Accepted
PIMOZIDE,,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,34,55,SUCCESS,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-4.928,4.356,6.044,1,0.998,0.002,0.004,0.002,-5.186,1.25E-05,0.985,96.56%,3.773,1.42%,0.056,0.948,0.204,0.131,0.146,0.011,0.994,0.527,0.167,0.833,7.238,0.003,0.996,0.753,0.048,0.606,0.063,0.974,0.071,0.151,0.003,0.008,0.428,2.28,4.282,5.168,7.094,0.079,0.113,0.031,0.854,0.19,0.023,0.007,0.739,0.003,0.037,0.361,0.008,461.23,477.613,0.966,4,1,41.03,7,5,9,6,0,29,0.241,0,1,0,0,0,1,0,1,2,0.375,2.367,0.321,59.027,-1.034,0,0,0,0,Accepted,Rejected,Rejected,Accepted
PRASUGREL HYDROCHLORIDE,,[H+].[Cl-].CC(=O)Oc1sc2CCN(Cc2c1)C(C(=O)C3CC3)c4ccccc4F,28,55,SUCCESS,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,-2.461,1.644,3.404,0.017,0.002,0.004,0.007,0.014,-4.782,2.60E-05,0.1,90.21%,1.626,14.36%,0.248,0.469,0.883,0.853,0.75,0.931,0.489,0.868,0.458,0.879,5.064,0.069,0.018,0.657,0.219,0.096,0.621,0.863,0.131,0.287,0.004,0.011,0.878,0.653,3.539,4.857,5.228,0.005,0.015,0.738,0.013,0.073,0.597,0.16,0.085,0.01,0.01,0.229,0.079,373.11,363.739,1.026,4,0,46.61,6,4,9,6,0,21,0.286,1,1,0,0,0,2,2,1,1,0.746,3.225,0.4,75.429,-0.918,2,0,0,0,Accepted,Rejected,Accepted,Accepted
GLIPIZIDE,,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCCCC3,31,55,SUCCESS,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,-4.381,0.952,2.159,0.014,0.983,0.005,0.004,0.006,-5.538,7.46E-06,0.008,90.27%,0.479,4.30%,0.021,0.065,0.072,0.333,0.439,0.96,0.006,0.129,0.168,0.607,0.444,0.091,0.134,0.536,0.986,0.006,0.004,0.953,0.146,0.034,0.003,0.006,0.006,-0.058,2.017,2.626,3.128,0.004,0.002,0.028,0.004,0.186,0.004,0.021,0.307,0.008,0.004,0.2,0.006,445.18,433.665,1.027,9,3,130.15,10,3,6,10,0,22,0.455,0,0,0,0,0,0,1,0,1,0.598,2.344,0.429,45.6,-1.305,1,0,0,0,Accepted,Accepted,Rejected,Accepted
AZELASTINE HYDROCHLORIDE,,[H+].[Cl-].CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,29,55,SUCCESS,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,-4.872,3.856,4.281,0.999,0.004,0.003,0.003,0.003,-4.875,1.30E-05,0.997,93.95%,2.936,4.53%,0.171,0.957,0.501,0.973,0.195,0.151,0.985,0.876,0.511,0.935,10.442,0.037,0.973,0.403,0.737,0.207,0.149,0.824,0.517,0.104,0.003,0.01,0.918,1.227,4.072,4.456,4.58,0.311,0.007,0.02,0.039,0.247,0.013,0.029,0.595,0.006,0.015,0.175,0.326,381.16,390.742,0.975,4,0,38.13,3,4,10,5,0,25,0.12,1,1,0,0,0,1,0,1,0,0.679,2.673,0.364,71.4,-1.065,0,0,0,0,Accepted,Rejected,Rejected,Accepted
NARATRIPTAN HYDROCHLORIDE,,[H+].[Cl-].CN[S](=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,25,55,SUCCESS,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,-1.978,1.696,1.933,0.028,0.211,0.01,0.994,0.021,-5.601,4.21E-06,0.955,30.79%,2.35,63.25%,0.049,0.904,0.082,0.752,0.013,0.328,0.604,0.893,0.024,0.663,6.571,0.221,0.761,0.557,0.114,0.011,0.609,0.963,0.844,0.045,0.003,0.011,0.957,0.359,3.22,3.43,5.745,0.484,0.002,0.063,0.007,0.112,0.007,0.004,0.105,0.01,0.018,0.015,0.01,335.17,335.453,0.999,5,2,65.2,5,3,9,6,0,18,0.278,0,0,0,0,0,0,0,0,2,0.879,2.495,0.529,42.923,-0.925,1,0,0,0,Accepted,Accepted,Accepted,Accepted
BENDROFLUMETHIAZIDE,,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,27,55,SUCCESS,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.19,1.78,2.05,0.093,0.002,0.008,0.001,0.002,-6.088,0.000105,0.009,93.36%,0.751,6.63%,0.116,0.156,0.048,0.695,0.109,0.239,0.102,0.137,0.051,0.327,1.829,0.106,0.026,0.856,0.994,0.012,0.371,0.995,0.027,0.343,0.003,0.009,0.057,0.689,3.735,3.88,5.196,0.007,0.042,0.058,0.01,0.22,0.005,0.033,0.516,0.006,0.003,0.401,0.013,421.04,349.88,1.203,7,4,118.36,4,3,10,12,0,21,0.19,1,0,0,1,0,1,3,2,1,0.696,3.394,0.2,74.667,-0.942,1,0,0,0,Accepted,Accepted,Rejected,Accepted
Zidovudine,,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,19,55,SUCCESS,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,-1.936,-0.319,-0.295,0.07,0.011,0.008,0.006,0.064,-5.795,8.46E-05,0.862,10.49%,0.754,76.94%,0.008,0.108,0.021,0.814,0.024,0.799,0.003,0.091,0.009,0.705,6.172,0.951,0.003,0.984,0.985,0.999,0.003,0.019,0.584,0.942,0.003,0.048,0.901,0.147,2.603,3.297,3.389,0.006,0.001,0.021,0.002,0.135,0.006,0.001,0.955,0.006,0.001,0.032,0,267.1,241.366,1.107,9,2,133.08,3,2,6,9,0,15,0.2,3,0,0,3,0,2,0,1,1,0.445,3.849,0.6,45.5,0.894,1,1,0,1,Accepted,Accepted,Accepted,Accepted
DEFERASIROX,,OC(=O)c1ccc(cc1)N\2N\C(NC2=C\3C=CC=CC3=O)=C/4C=CC=CC4=O,28,55,SUCCESS,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,-3.625,2.81,4.56,0.004,0.001,0.009,0.005,0.028,-5.05,1.36E-05,0.078,97.68%,0.298,1.19%,0.513,0.032,0.135,0.042,0.569,0.155,0.357,0.101,0.092,0.178,0.245,0.763,0.049,0.726,0.991,0.018,0.337,0.006,0.037,0.109,0.003,0.149,0.567,0.451,3.384,4.821,4.243,0.616,0.401,0.889,0.884,0.869,0.175,0.945,0.939,0.663,0.337,0.947,0.773,373.11,374.06,0.997,7,3,108.47,4,4,6,7,0,24,0.167,0,0,0,0,0,0,0,0,3,0.503,2.257,0,22,-0.751,1,0,0,0,Accepted,Accepted,Rejected,Accepted
DEXTROMETHORPHAN HYDROBROMIDE,,O.[Br-].COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1.[H+],23,55,SUCCESS,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.584,3.044,3.978,0.287,0.991,0.003,0.972,0.984,-4.602,1.58E-05,0.981,58.89%,2.565,27.88%,0.186,0.885,0.187,0.973,0.028,0.628,0.984,0.932,0.302,0.87,15.767,0.074,0.945,0.334,0.243,0.066,0.917,0.9,0.921,0.648,0.023,0.067,0.979,2.423,3.838,4.394,4.8,0.085,0.007,0.015,0.011,0.312,0.012,0.003,0.05,0.013,0.019,0.017,0.018,271.19,297.536,0.911,2,0,12.47,1,4,12,2,0,20,0.05,3,0,0,0,0,0,0,0,0,0.776,3.99,0.667,77,1.146,0,0,0,0,Accepted,Rejected,Accepted,Accepted
CAFFEINE CITRATE,,Cn1cnc2N(C)C(=O)N(C)C(=O)c12.OC(=O)CC(O)(CC(O)=O)C(O)=O,27,55,SUCCESS,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.883,0.1,0.048,0.359,0.751,0.011,0.003,0.034,-5.277,1.02E-05,0.929,55.32%,1.68,48.68%,0.135,0.974,0.024,0.312,0.003,0.545,0.002,0.144,0.006,0.716,1.83,0.774,0.012,0.472,0.075,0.051,0.718,0.013,0.029,0.039,0.004,0.164,0.497,0.472,2.869,3.229,3.205,0.002,0.001,0.057,0.004,0.057,0.005,0.004,0.01,0.003,0.004,0.003,0.003,194.08,180.833,1.073,6,0,61.82,0,2,9,6,0,12,0,0,0,0,0,0,0,0,0,1,0.538,2.298,0.375,13,-1.087,0,0,0,0,Accepted,Accepted,Accepted,Rejected
MEFLOQUINE HYDROCHLORIDE,,[H+].[Cl-].OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,28,55,SUCCESS,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,-2.899,3.493,3.44,0.845,0.012,0.003,0.007,0.009,-4.83,1.15E-05,0.244,88.72%,3.635,5.53%,0.242,0.913,0.202,0.917,0.03,0.059,0.928,0.829,0.129,0.523,3.305,0.032,0.877,0.949,0.06,0.1,0.938,0.95,0.028,0.102,0.003,0.01,0.913,1.241,4.341,5.769,6.744,0.098,0.65,0.327,0.574,0.357,0.018,0.753,0.515,0.009,0.725,0.441,0.896,378.12,330.926,1.143,3,2,45.15,4,3,10,9,0,17,0.235,2,0,0,0,1,2,0,2,1,0.759,3.492,0.471,74.8,0.028,0,0,0,0,Accepted,Rejected,Accepted,Accepted
NABILONE,,CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=O)CC[C@H]3C(C)(C)Oc2c1,27,55,SUCCESS,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,-3.25,5.5,7.373,0.934,0.001,0.007,0.999,0.999,-5.178,1.19E-05,0.884,99.28%,2.754,2.42%,0.122,0.915,0.648,0.895,0.27,0.963,0.38,0.145,0.392,0.681,3.264,0.138,0.124,0.577,0.09,0.012,0.292,0.929,0.287,0.044,0.006,0.269,0.945,1.923,5.224,5.888,5.881,0.197,0.007,0.523,0.845,0.611,0.49,0.959,0.715,0.011,0.422,0.981,0.896,372.27,413.816,0.9,3,1,46.53,6,3,14,3,0,17,0.353,2,0,0,0,0,1,2,1,1,0.599,3.581,0.708,72.439,1.722,0,0,0,0,Accepted,Rejected,Rejected,Rejected
BUSPIRONE HYDROCHLORIDE,,[H+].[Cl-].O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,30,55,SUCCESS,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,-2.633,1.836,2.495,0.902,0.967,0.008,0.999,0.994,-4.734,7.84E-06,0.972,89.52%,1.019,33.01%,0.073,0.377,0.168,0.668,0.219,0.116,0.667,0.7,0.765,0.726,3.321,0.029,0.072,0.711,0.04,0.106,0.784,0.954,0.463,0.945,0.003,0.011,0.937,0.321,2.193,2.101,4.508,0.688,0.019,0.063,0.01,0.224,0.007,0.007,0.812,0.012,0.047,0.03,0.044,385.25,396.928,0.971,7,0,69.64,6,4,6,7,0,25,0.24,0,0,0,1,0,0,1,0,0,0.552,2.997,0.714,75.833,-1.104,1,0,0,0,Accepted,Accepted,Accepted,Accepted
DIENOGEST,,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,23,55,SUCCESS,C[C@]12CC=C3C4=C(CCC3[C@@H]1CC[C@@]2(O)CC#N)CC(=O)CC4,-3.63,1.795,2.045,0.996,0.017,0.202,0.066,0.593,-5.097,3.72E-05,0.335,80.06%,1.321,11.46%,0.267,0.772,0.131,0.104,0.2,0.109,0.063,0.048,0.766,0.892,6.902,0.688,0.157,0.166,0.052,0.014,0.524,0.948,0.906,0.926,0.015,0.072,0.983,0.177,2.056,2.944,3.614,0.94,0.986,0.055,0.537,0.746,0.544,0.041,0.799,0.014,0.36,0.612,0.788,311.19,335.645,0.927,3,1,61.09,1,4,17,3,0,22,0.045,4,0,0,0,0,1,1,0,1,0.8,4.58,0.7,64.941,2.293,0,0,0,0,Accepted,Accepted,Accepted,Accepted
DASATINIB,,Cc1nc(Nc2sc(cn2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,33,55,SUCCESS,Cc1nc(=Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)[nH]1,-4.278,2.922,2.807,0.748,0.992,0.005,0.992,0.99,-4.871,1.25E-05,0.816,93.95%,1.542,6.73%,0.319,0.885,0.473,0.202,0.658,0.322,0.641,0.834,0.657,0.913,2.788,0.052,0.802,0.966,0.972,0.268,0.727,0.413,0.139,0.948,0.003,0.008,0.846,0.277,2.346,3.268,3.997,0.009,0.006,0.923,0.054,0.139,0.018,0.08,0.645,0.882,0.059,0.718,0.77,487.16,459.392,1.06,9,3,109.74,7,4,6,11,0,25,0.28,0,1,0,1,0,1,4,1,2,0.493,3.197,0.364,52.133,-1.724,3,0,0,0,Accepted,Accepted,Rejected,Accepted
FLECAINIDE ACETATE,,CC(O)=O.FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,32,55,SUCCESS,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,-4.413,3.402,3.19,0.994,0.001,0.003,0.002,0.001,-5.155,1.28E-05,0.37,90.77%,1.088,6.78%,0.405,0.821,0.76,0.859,0.514,0.182,0.843,0.899,0.677,0.437,4.128,0.062,0.874,0.909,0.785,0.856,0.609,0.924,0.322,0.156,0.003,0.008,0.807,1.337,4.133,6.102,6.671,0.074,0.01,0.245,0.012,0.144,0.003,0.033,0.072,0.014,0.125,0.189,0.036,414.14,359.699,1.151,5,2,59.59,10,2,6,11,0,13,0.769,1,0,0,0,1,1,1,2,0,0.672,3.006,0.588,57.296,-0.899,1,0,0,0,Accepted,Rejected,Rejected,Accepted
STREPTOZOCIN,,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,18,55,SUCCESS,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-0.647,-1.935,-1.259,0,0.453,0.992,0.825,0.998,-5.78,0.000299,0.248,30.50%,0.426,71.95%,0.011,0.061,0.03,0.071,0.004,0.179,0.007,0.365,0.006,0.018,3.1,0.922,0.033,0.758,0.962,0.971,0.699,0.004,0.685,0.956,0.003,0.011,0.034,0.395,1.133,1.868,1.895,0.292,0.003,0.009,0.008,0.43,0.018,0.004,0.058,0.009,0.015,0.009,0.013,265.09,227.617,1.165,10,5,151.92,5,1,6,10,0,8,0.625,5,0,0,4,2,3,2,0,1,0.271,4.239,0.875,26.667,1.479,0,1,0,0,Accepted,Accepted,Accepted,Accepted
DIHYDROCODEINE BITARTRATE,,COc1ccc2CC3C4CCC(O)C5Oc1c2C45CCN3C.OC(C(O)C(O)=O)C(O)=O,32,55,SUCCESS,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,-2.004,1.447,1.544,0.004,0.68,0.005,0.003,0.029,-4.713,1.50E-05,0.984,26.23%,3.006,65.98%,0.058,0.691,0.02,0.959,0.004,0.241,0.907,0.918,0.009,0.898,16.828,0.246,0.707,0.28,0.028,0.035,0.705,0.906,0.754,0.135,0.003,0.007,0.95,2.06,2.744,3.595,4.789,0.386,0.003,0.031,0.01,0.128,0.175,0.006,0.038,0.051,0.028,0.031,0.067,301.17,306.56,0.982,4,1,41.93,1,5,0,4,0,22,0.045,5,1,0,3,0,0,1,0,0,0.858,5.017,0.667,126,1.974,0,0,0,0,Accepted,Accepted,Accepted,Accepted
PHYTONADIONE,,CC(C)CCCC(C)CCCC(C)CCC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,33,55,SUCCESS,CC(=CCCC(C)CCCC(C)CCCC(C)C)C=Cc1c(C)c(O)c2ccccc2c1O,-5.314,6.109,9.42,0.998,0.015,0.003,0.957,0.971,-5.012,1.06E-05,0.211,102.21%,8.564,1.33%,0.253,0.217,0.452,0.774,0.253,0.973,0.14,0.909,0.228,0.158,5.982,0.051,0.079,0.415,0.027,0.104,0.092,0.797,0.977,0.055,0.003,0.741,0.799,1.944,5.544,5.484,6.3,0.006,0.037,0.48,0.573,0.403,0.488,0.954,0.925,0.018,0.956,0.97,0.967,450.35,526.744,0.855,2,2,40.46,13,2,10,2,0,13,1,2,0,0,1,1,1,6,0,3,0.235,3.646,0.548,32,1.042,1,1,0,0,Accepted,Rejected,Rejected,Rejected
ESCITALOPRAM OXALATE,,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3.OC(=O)C(O)=O,30,55,SUCCESS,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,-5.19,2.929,3.398,0.014,0.002,0.003,0.002,0.003,-4.657,1.81E-05,0.989,44.16%,5.722,51.76%,0.065,0.901,0.077,0.97,0.081,0.128,0.515,0.92,0.165,0.923,9.848,0.028,0.976,0.694,0.202,0.129,0.372,0.938,0.559,0.222,0.003,0.012,0.965,2.062,4.205,4.927,6.804,0.013,0.005,0.028,0.906,0.21,0.007,0.009,0.144,0.005,0.009,0.079,0.029,324.16,344.566,0.941,3,0,36.26,5,3,9,4,0,17,0.294,1,1,0,0,0,3,1,1,1,0.839,3.095,0.35,56.667,-0.474,0,0,0,0,Accepted,Rejected,Accepted,Accepted
